,DBA,borough,ZIPCODE,CUISINE DESCRIPTION,INSPECTION DATE,VIOLATION CODE,CRITICAL FLAG,score,GRADE DATE,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA
12319,SPACE IBIZA NY,Manhattan,10019,American,10/13/2018,10F,N,0,,40.76623154,-73.99545494,104,3,13500,1080995,1010980011,MN15
12320,CROWN FRIED CHICKEN,Manhattan,10009,Chicken,1/8/2020,09B,N,1,1/8/2020,40.72380332,-73.97595794,103,2,2602,1004537,1003780039,MN28
12321,NEW YORK FRIED CHICKEN,Brooklyn,11233,Chicken,2/6/2019,02B,Y,1,2/6/2019,40.68318356,-73.91725631,303,41,37700,3040592,3015050036,BK35
12322,XI'AN FAMOUS FOODS,Manhattan,10075,Chinese,12/6/2018,08C,N,1,12/6/2018,40.77229135,-73.95472933,108,5,13400,1045221,1014520040,MN31
12323,PLENTY'S PARADISE,Brooklyn,11226,American,12/26/2019,,,1,12/26/2019,40.64594574,-73.9519722,317,40,79200,3328229,3051370041,BK95
12324,LA PULPERIA,Manhattan,10028,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",6/6/2019,06D,Y,1,6/6/2019,40.7767946,-73.95251655,108,5,14601,1049952,1015470002,MN32
12325,STEPHEN SONDHEIM THEATRE,Manhattan,10036,American,6/13/2019,08A,N,1,6/13/2019,40.75583891,-73.98442864,105,4,11900,1087268,1009950033,MN17
12326,NEW TASTY HOUSE,Queens,11355,Chinese,11/13/2019,09C,N,1,11/13/2019,40.75347366,-73.82231805,407,20,79701,4115907,4051370110,QN22
12327,NUTRIPAN #2,Queens,11435,Spanish,9/30/2019,09B,N,1,9/30/2019,40.70436211,-73.80905776,412,24,23800,4207011,4096880017,QN61
12328,ALIDORO,Manhattan,10016,Italian,8/19/2019,10F,N,1,8/19/2019,40.7510845,-73.98114175,105,4,8200,1017230,1008680016,MN20
12329,SAPIENZA,Queens,11414,Delicatessen,9/16/2019,02G,Y,0,9/16/2019,40.65026266,-73.83767935,410,32,89200,4430528,4140860136,QN57
12330,BABY'S GRILL AND RESTAURANT,Queens,11377,Filipino,12/30/2019,06D,Y,0,,40.74625561,-73.89690606,402,26,26300,4030314,4013000031,QN63
12331,NUTRICION ACTIVA,Queens,11368,"Juice, Smoothies, Fruit Salads",7/3/2019,10F,N,1,7/3/2019,40.75043709,-73.86383926,403,21,40700,4442974,4017700047,QN26
12332,LUCKY 13 SALOON,Brooklyn,11217,American,9/13/2019,08A,N,1,9/13/2019,40.67842262,-73.98361397,306,39,11900,3007208,3004340029,BK37
12333,AKAMI SUSHI,Manhattan,10128,Japanese,4/8/2019,06C,Y,1,4/8/2019,40.78043712,-73.94678355,108,5,15400,1050219,1015540028,MN32
12334,LINCOLN CENTER THEATER (Claire Tow Theater),Manhattan,10023,American,6/12/2019,10F,N,1,6/12/2019,40.77361385,-73.98361934,107,6,14900,1028832,1011340025,MN14
12335,NEW AMSTERDAM THEATER,Manhattan,10036,American,10/25/2018,08A,N,1,10/25/2018,40.7563169,-73.98765183,105,3,11300,1024660,1010130039,MN17
12336,FROZEN PEAKS,Bronx,10475,"Ice Cream, Gelato, Yogurt, Ices",7/3/2019,08A,N,1,7/3/2019,40.86590541,-73.83042975,210,12,46201,2120098,2051410006,BX13
12337,LA NUEVA ESPANA RESTAURANT,Manhattan,10034,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",10/30/2019,06E,Y,1,10/30/2019,40.8673922,-73.92103228,112,10,29300,1082051,1022350020,MN01
12338,MARCY & MYRTLE COFFEE BAR,Brooklyn,11206,Café/Coffee/Tea,1/2/2020,05D,Y,0,,40.69504859,-73.94915272,303,36,25300,3338620,3017540044,BK75
12339,CAMPAGNOLA RESTAURANT,Manhattan,10021,Italian,4/10/2019,06F,Y,0,,40.76892645,-73.95516124,108,5,12400,1045888,1014680046,MN31
12340,KUMO JAPANESE RESTAURANT,Queens,11105,Japanese,1/9/2020,08A,N,0,,40.77371208,-73.90730126,401,22,11700,4000000,4008060033,QN72
12341,FLAVORS CORNER,Queens,11101,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",11/18/2019,08A,N,1,11/18/2019,40.75552783,-73.94545358,401,26,2500,4595565,4004650100,QN68
12342,HOOTERS,Manhattan,10001,American,12/7/2018,10B,N,1,12/7/2018,40.74976811,-73.98977163,105,3,10100,1015195,1008090008,MN17
12343,MING STAR CHINESE RESTAURANT,Queens,11372,Chinese,2/19/2019,10F,N,1,2/19/2019,40.75625336,-73.87861553,403,25,27700,4035408,4014370008,QN28
12344,TACUBA CANTIINA MEXICANA,Queens,11106,Mexican,11/4/2019,06D,Y,1,11/4/2019,40.75601288,-73.92468049,401,26,5700,4009601,4006400017,QN70
12345,BOMBAY THEATRE,Queens,11365,Hotdogs/Pretzels,11/7/2019,02B,Y,1,11/7/2019,40.73328892,-73.79454866,408,24,134100,4149754,4069300001,QN41
12346,MOON PALACE KITCHEN,Queens,11378,Chinese,1/8/2020,06E,Y,1,1/8/2020,40.72224344,-73.90208428,405,30,52100,4061435,4027490023,QN30
12347,DUE MONDI CIVIC ASSOCIATION,Queens,11416,American,9/12/2019,04A,Y,0,9/12/2019,40.68666616,-73.84320453,409,32,3800,4188688,4090750037,QN53
12348,BANGLA GARDEN RESTAURANT,Bronx,10472,Bangladeshi,10/28/2019,08A,N,1,10/28/2019,40.83275169,-73.86337022,209,18,7200,2024869,2037670051,BX55
12349,LA POSADA MEXICAN FOOD,Manhattan,10016,Mexican,9/26/2019,10B,N,0,9/26/2019,40.74100855,-73.98156683,106,2,6800,1018144,1008820046,MN21
12350,MALAYSIA GRILL,Manhattan,10025,Asian,11/6/2019,10F,N,1,11/6/2019,40.79949619,-73.96756179,107,7,19100,1056573,1018750043,MN12
12351,BLUEBIRD FOOD & SPIRITS,Brooklyn,11225,American,9/13/2019,04H,Y,0,,40.66203381,-73.96168164,309,40,32700,3114565,3050240051,BK60
12352,UNDERWEST,Manhattan,10036,Café/Coffee/Tea,1/8/2019,08A,N,1,1/8/2019,40.76434868,-73.99687017,104,3,12900,1027105,1010940011,MN15
12353,KENNEDY FRIED CHICKEN,Brooklyn,11224,Chicken,12/4/2019,10F,N,1,12/4/2019,40.57600181,-73.99046069,313,47,32600,3188904,3070150049,BK21
12354,ATLANTIC THEATER (van Beuren Kass Bar),Manhattan,10011,Café/Coffee/Tea,6/18/2019,06D,Y,1,6/18/2019,40.74389751,-74.00101048,104,3,8900,1080452,1007430070,MN13
12355,SNATCH & GO INTERNET CAFE & JUICE BAR,Brooklyn,11203,"Juice, Smoothies, Fruit Salads",3/9/2019,06E,Y,1,3/9/2019,40.65100422,-73.94549612,317,45,85600,3109421,3048880001,BK91
12356,FORMERLY CROWS,Manhattan,10011,American,8/20/2019,10F,N,0,8/20/2019,40.73202641,-73.9999134,102,1,6500,1008902,1005520071,MN23
12357,BOWERY MEAT COMPANY,Manhattan,10003,American,9/13/2019,06C,Y,1,9/13/2019,40.7246427,-73.99173454,103,2,3602,1087255,1004560007,MN22
12358,ROOM SERVICE,Manhattan,10036,Thai,1/8/2019,10F,N,1,1/8/2019,40.76191095,-73.9900802,104,3,12700,1025085,1010380004,MN15
12359,LITTLE PARK,Manhattan,10007,American,2/12/2019,10B,N,1,2/12/2019,40.71519786,-74.00947634,101,1,2100,1088224,1001367505,MN24
12360,SUBSATIONAL,Brooklyn,11210,Jewish/Kosher,1/6/2020,09C,N,1,1/6/2020,40.63197886,-73.94868216,314,45,77400,3205890,3075570118,BK42
12361,EMPELLON AL PASTOR,Manhattan,10009,Tex-Mex,11/1/2019,02A,Y,0,,40.72718907,-73.98437042,103,2,3200,1005837,1004350030,MN22
12362,PIZZA D'AMORE,Brooklyn,11229,Pizza/Italian,5/9/2019,02H,Y,1,5/9/2019,40.60076582,-73.93884288,315,46,56800,3199145,3073380048,BK44
12363,LAN LARB SOHO,Manhattan,10013,Thai,10/1/2019,02B,Y,0,10/1/2019,40.7199412,-73.99840186,102,1,4500,1007008,1004720025,MN24
12364,THE BREWERY,Queens,11377,American,2/9/2019,10F,N,1,2/9/2019,40.760282,-73.90732724,401,22,16300,4013772,4007400049,QN70
12365,LAN LARB,Manhattan,10016,Thai,1/15/2020,10F,N,0,1/15/2020,40.7452371,-73.97555319,106,2,7800,1020160,1009150034,MN20
12366,LA MASA RESTAURANT,Bronx,10462,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",1/31/2019,04N,Y,1,1/31/2019,40.84813264,-73.85615283,211,13,25200,2093137,2041020001,BX37
12367,HOT KITCHEN SICHUAN STYLE,Queens,11354,Chinese,8/28/2019,10F,N,1,8/28/2019,40.75868238,-73.83271435,407,20,87100,4311711,4049730048,QN22
12368,NEW CHINA WOK,Brooklyn,11217,Chinese,11/19/2019,02H,Y,0,11/19/2019,40.68257481,-73.97954232,306,39,12901,3018474,3009300077,BK37
12369,SAMUEL FRIEDMAN THEATRE,Manhattan,10036,American,6/7/2019,06C,Y,1,6/7/2019,40.75996729,-73.98642746,105,3,12500,1024753,1010190005,MN17
12370,SUBWAY,Queens,11692,Sandwiches/Salads/Mixed Buffet,9/3/2019,02G,Y,1,9/3/2019,40.59038366,-73.79719715,414,31,95400,4541673,4159180001,QN12
12371,FRUCES,Manhattan,10031,"Juice, Smoothies, Fruit Salads",10/21/2019,08A,N,1,10/21/2019,40.81809772,-73.95283019,109,7,21900,1059742,1019870036,MN06
12372,99 CENTS FRESH SLICE PIZZA,Manhattan,10002,Pizza,11/14/2019,04A,Y,1,11/14/2019,40.72118118,-73.98765115,103,1,3001,1087887,1004110053,MN27
12373,SAGWA NAMOO,Queens,11358,Korean,3/25/2019,06D,Y,1,3/25/2019,40.76203145,-73.80356007,407,19,117100,4119544,4052850001,QN51
12374,HOWARD JOHNSON LIC,Queens,11101,Continental,2/19/2019,10F,N,1,2/19/2019,40.75771331,-73.94122134,401,26,8500,4005336,4004720635,QN68
12375,SIMIT SARAYI,Manhattan,10016,Turkish,2/7/2019,08C,N,1,2/7/2019,40.75136466,-73.98241212,105,4,8200,1017245,1008680074,MN20
12376,SAIGON BAR AND GRILL,Brooklyn,11234,Vietnamese/Cambodian/Malaysia,12/19/2018,08A,N,1,12/19/2018,40.61867135,-73.9314206,318,45,67400,3337408,3078700001,BK58
12377,WING HING CHINESE CUISINE,Brooklyn,,Chinese,4/16/2019,22G,,1,4/16/2019,0,0,,,,,3,
12378,THE IZAKAYA,Manhattan,10003,Japanese,10/29/2019,08A,N,0,10/29/2019,40.7270495,-73.98774747,103,2,3800,1006235,1004470019,MN22
12379,DRUNKEN FISH,Queens,11385,Japanese,12/19/2019,02G,Y,0,,40.71339565,-73.9140263,405,30,53500,4059148,4026320044,QN30
12380,LA BAGUETTE SHOP,Brooklyn,11236,Bakery,7/3/2019,10H,N,1,7/3/2019,40.63513368,-73.9138609,318,46,95000,3224225,3080000001,BK50
12381,A SUSHI,Queens,11375,Japanese,9/23/2019,10F,N,1,9/23/2019,40.71963391,-73.84339002,406,29,73700,4077921,4032550028,QN17
12382,ARABICA HOOKAH LOUNGE & RESTAURANT INC,Staten Island,10314,Middle Eastern,7/23/2019,06C,Y,1,7/23/2019,40.5908963,-74.19203156,502,50,29102,5158751,5026370053,SI05
12383,The Beast Next Door,Queens,11101,American,10/23/2019,10H,N,0,,40.74891623,-73.9409801,402,26,1900,4005106,4004310008,QN31
12384,STEINBERG CENTER FOR THEATER,Manhattan,10036,American,5/23/2019,06D,Y,1,5/23/2019,40.75765023,-73.98286887,105,4,12500,1083717,1009990029,MN17
12385,STUDIO 54 THEATRE,Manhattan,10019,American,3/26/2019,10F,N,1,3/26/2019,40.76433103,-73.98321732,105,3,13100,1024843,1010250058,MN17
12386,PLAYWRIGHTS HORIZONS,Manhattan,10036,American,2/20/2019,10F,N,1,2/20/2019,40.7587355,-73.99339434,104,3,11500,1026333,1010510041,MN15
12387,AMERICAN AIRLINES THEATER,Manhattan,10036,American,10/23/2018,06D,Y,1,10/23/2018,40.75653104,-73.98811742,105,3,11900,1024683,1010140017,MN17
12388,OLIVE GARDEN,Queens,11373,Italian,9/12/2019,04L,Y,1,9/12/2019,40.7342268,-73.86880509,404,25,68300,4546498,4018750001,QN29
12389,ST GEORGE TAVERN RESTAURANT & BAR,Manhattan,10006,Asian,12/17/2019,10F,N,1,12/17/2019,40.70845072,-74.01427979,101,1,1300,1001045,1000530003,MN25
12390,RANGOLI EXQUISITE INDIAN CUISINE,Manhattan,10021,Indian,8/26/2019,06D,Y,1,8/26/2019,40.76925691,-73.95803476,108,4,12600,1043974,1014270028,MN31
12391,BUTTER LANE,Manhattan,10009,Bakery,8/29/2019,10F,N,1,8/29/2019,40.72640681,-73.98437421,103,2,3200,1005847,1004350041,MN22
12392,YAKITORI TORA,Manhattan,10012,Japanese,10/30/2018,06C,Y,1,10/30/2018,40.72103082,-73.99620841,102,1,4100,1007178,1004800004,MN24
12393,FUKUOKA SHABU-SHABU,Queens,11364,Japanese,7/31/2019,10F,N,1,7/31/2019,40.74880219,-73.75657236,411,23,136700,4162212,4076100008,QN42
12394,LA NUEVA WIN HING RESTAURANT,Bronx,10452,Chinese,10/16/2019,08A,N,0,10/16/2019,40.8356384,-73.92107373,204,16,19700,2002997,2024880020,BX63
12395,THE BONNIE,Queens,11105,American,11/6/2019,04A,Y,1,11/6/2019,40.77493849,-73.91370824,401,22,11500,4017500,4008420068,QN72
12396,RAMEN/KUNG FU TEA,Manhattan,10004,Asian,8/26/2019,10F,N,1,8/26/2019,40.70523116,-74.01382825,101,1,1300,1000044,1000130005,MN25
12397,OVERSPRAY,Staten Island,10304,American,12/16/2019,10F,N,1,,40.62553993,-74.07550673,501,49,2700,5109983,5005280032,SI37
12398,LITTLE MO,Brooklyn,11221,Vietnamese/Cambodian/Malaysia,10/21/2019,09C,N,1,10/21/2019,40.6971377,-73.93369089,304,34,39300,3326266,3031930038,BK78
12399,LITTLE SKIPS OUTPOST,Brooklyn,11221,Café/Coffee/Tea,12/17/2019,10F,N,1,12/17/2019,40.6971377,-73.93369089,304,34,39300,3326266,3031930038,BK78
12400,Vivid Cafe,Brooklyn,11203,Caribbean,5/6/2019,10B,N,1,5/6/2019,40.64190961,-73.93297848,317,45,84000,3112291,3049630042,BK91
12401,CHEESE GRILLE,Manhattan,10002,Sandwiches/Salads/Mixed Buffet,3/29/2019,06F,Y,1,3/29/2019,40.72212002,-73.98894252,103,1,3001,1087668,1004170072,MN27
12402,FRESH & DELICIOUS,Brooklyn,11226,Chinese,11/8/2019,02B,Y,1,11/8/2019,40.63973548,-73.9483771,317,45,83000,3112333,3049640050,BK91
12403,ANDREA'S RESTAURANT,Bronx,10452,Spanish,8/26/2019,02H,Y,1,8/26/2019,40.83129382,-73.92158119,204,8,19500,2002872,2024710015,BX63
12404,PARK LANE HOTEL,Manhattan,10019,American,12/11/2019,08A,N,1,12/11/2019,40.76504587,-73.97479502,105,4,11201,1035251,1012740011,MN17
12405,THE BLUE STOVE,Brooklyn,11211,Café/Coffee/Tea,11/20/2019,08C,N,1,11/20/2019,40.71745493,-73.94487882,301,34,49700,3338067,3027390026,BK90
12406,KAM KITCHEN,Queens,11419,Chinese,11/25/2019,02G,Y,1,11/25/2019,40.69146459,-73.81249891,409,28,15200,4201229,4095020038,QN54
12407,MASALA GRILL,Brooklyn,11217,Indian,9/29/2019,,,1,,40.68555044,-73.98127573,302,33,3900,3000755,3001790039,BK38
12408,HABANERO CAFE MEXICAN GRILL,Brooklyn,11206,Mexican,5/22/2019,10F,N,1,5/22/2019,40.70049448,-73.94382898,301,33,50700,3061500,3022767502,BK75
12409,HALE & HEARTY SOUP,Brooklyn,11201,Soups & Sandwiches,1/16/2020,02G,Y,0,,40.69371953,-73.98569453,302,33,1100,3255603,3001480007,BK38
12410,STARBUCKS,Brooklyn,11216,Café/Coffee/Tea,2/13/2019,10F,N,1,2/13/2019,40.67051635,-73.95724277,308,35,21900,3397468,3012590001,BK61
12411,AAA CARIDAD,Bronx,10467,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",11/25/2019,04N,Y,0,,40.87141792,-73.87649897,207,11,42500,2018658,2033570001,BX43
12412,HALE & HEARTY SOUP,Manhattan,10017,Soups & Sandwiches,8/8/2019,08C,N,1,8/8/2019,40.75057589,-73.97666286,106,4,8000,1036146,1012950020,MN20
12413,NEW CHINA XING,Brooklyn,11219,Chinese,9/12/2019,05D,Y,1,9/12/2019,40.6404167,-73.99432132,312,39,22200,3136359,3056090002,BK88
12414,EL RINCONCITO DE LOS SABORES,Queens,11435,Mexican,1/15/2020,06C,Y,1,1/15/2020,40.70269152,-73.81297935,412,24,21400,4206878,4096830019,QN35
12415,SIFU CHIO RESTAURANT,Queens,11362,Chinese,10/17/2019,10F,N,1,10/17/2019,40.76946157,-73.73645966,411,19,150702,4170875,4082270038,QN45
12416,PUNTO CIBAENO RESTAURANT,Queens,11432,Spanish,4/11/2019,09C,N,1,4/11/2019,40.70747319,-73.79700186,412,24,44602,4210050,4098140001,QN61
12417,NEW CHINA RESTAURANT WANG,Bronx,10455,Chinese,12/9/2019,10F,N,1,12/9/2019,40.81986972,-73.91327401,201,17,6900,2117409,2023770049,BX34
12418,JOE'S PIZZA & PASTA,Queens,11362,Pizza/Italian,2/5/2019,10F,N,1,2/5/2019,40.76018948,-73.7316125,411,23,152902,4172803,4083360001,QN45
12419,YUMMY TACO,Brooklyn,11236,Tex-Mex,2/9/2019,10F,N,1,2/9/2019,40.63561895,-73.91311446,318,46,95400,3224282,3080010006,BK50
12420,THE POLO BAR,Manhattan,10022,American,11/27/2018,02B,Y,1,11/27/2018,40.76156823,-73.97466999,105,4,10200,1035768,1012910001,MN17
12421,MU RAMEN,Queens,11101,Japanese,12/6/2019,10A,N,1,12/6/2019,40.74365079,-73.95050488,402,26,700,4000510,4000600007,QN31
12422,DUNKIN',Queens,11385,Café/Coffee/Tea,10/16/2019,06D,Y,1,10/16/2019,40.7025324,-73.85470459,406,30,63900,4000000,4038830029,QN19
12423,KINGS THEATRE,Brooklyn,11226,American,2/7/2019,04L,Y,0,,40.64599754,-73.95806573,314,40,79200,3117845,3051320018,BK95
12424,AREPAS GRILL,Queens,11106,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",3/13/2019,06B,Y,1,3/13/2019,40.76510503,-73.9314714,401,22,7700,4006384,4005540005,QN70
12425,SUBWAY,Manhattan,10023,Sandwiches,3/14/2019,06D,Y,1,3/14/2019,40.77292286,-73.98950089,107,6,15100,1087589,1011717506,MN14
12426,ASTORIA PIZZA FACTORY,Queens,11105,Pizza/Italian,12/26/2019,10F,N,1,12/26/2019,40.7784094,-73.9019436,401,22,10701,4458169,4008260006,QN72
12427,MISSION CHINESE FOOD,Manhattan,10002,Chinese,11/1/2019,02G,Y,1,,40.71408067,-73.98971941,103,1,600,1003624,1002840025,MN28
12428,KAPPO MASA,Manhattan,10075,Japanese,8/20/2018,10B,N,1,8/20/2018,40.77451497,-73.9634472,108,4,13000,1041796,1013910014,MN40
12429,19 CAFE,Brooklyn,11206,Café/Coffee/Tea,9/6/2019,08A,N,1,9/6/2019,40.70523233,-73.94459321,301,34,50500,3071330,3030790001,BK90
12430,ASHLEY'S FINE FOODS,Manhattan,10017,American,8/2/2019,06D,Y,0,8/2/2019,40.75514794,-73.97335138,105,4,9200,1076268,1013027501,MN19
12431,LA RUANA PAISA,Queens,11372,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",11/4/2019,10F,N,1,11/4/2019,40.75074333,-73.8748612,403,25,27500,4036100,4014660039,QN28
12432,MOMOFUKU KO,Manhattan,10003,Japanese,3/15/2019,04L,Y,1,3/15/2019,40.72478266,-73.99153248,103,2,3602,1087698,1004570028,MN22
12433,THE CHOCOLATE ROOM THREE,Brooklyn,11217,"Ice Cream, Gelato, Yogurt, Ices",4/2/2019,06C,Y,1,4/2/2019,40.68125412,-73.97716313,306,39,12902,3018582,3009330008,BK37
12434,ETHYL'S,Manhattan,10028,American,2/12/2019,06D,Y,1,2/12/2019,40.77690163,-73.95246231,108,5,14601,1048741,1015300026,MN32
12435,DUNKIN',Brooklyn,11223,Donuts,10/10/2019,09C,N,1,10/10/2019,40.59025816,-73.97284136,315,47,38600,3398049,3071747501,BK26
12436,TREMONT PIZZA,Bronx,10460,Pizza/Italian,11/26/2019,10B,N,1,11/26/2019,40.8416999,-73.88363813,206,17,35900,2010702,2029920043,BX17
12437,TERMINAL ONE,Staten Island,10305,Polish,7/18/2019,08A,N,0,,40.5919156,-74.06784609,502,50,7400,5135773,5031220016,SI14
12438,MIRELI RESTAURANT,Bronx,10459,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",5/17/2019,10I,N,1,5/17/2019,40.82544667,-73.89036209,202,17,12102,2006144,2027500012,BX27
12439,LA SALA,Queens,11106,American,12/19/2018,04C,Y,1,12/19/2018,40.76329992,-73.92852037,401,22,5300,4007154,4005800018,QN70
12440,J'S ON THE BAY,Staten Island,10305,American,11/14/2019,10F,N,1,11/14/2019,40.61437708,-74.06633824,501,49,600,5042132,5028290002,SI37
12441,DAIRY QUEEN GRILL & CHILL,Bronx,10475,American,4/23/2019,04H,Y,1,4/23/2019,40.86590541,-73.83042975,210,12,46201,2120098,2051410006,BX13
12442,ONDERDONK & SONS,Queens,11385,American,11/15/2019,06C,Y,1,11/15/2019,40.70562212,-73.91001843,405,34,54500,4082034,4034350039,QN20
12443,LATIN CABANA,Queens,11101,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",11/19/2019,10F,N,1,11/19/2019,40.75628225,-73.92116812,401,26,15700,4430185,4006730016,QN70
12444,LA ESSENCIA RESTAURANT,Manhattan,10034,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",12/30/2019,04M,Y,1,12/30/2019,40.87070884,-73.91476222,112,10,30700,1065015,1022430268,MN01
12445,GREEK GRILL,Queens,11414,Greek,1/14/2020,10B,N,1,1/14/2020,40.66345867,-73.84094521,410,32,89200,4438969,4139570012,QN57
12446,BAEKJEONG,Manhattan,10016,Korean,8/2/2019,02I,Y,1,8/2/2019,40.74723422,-73.98541954,105,4,7400,1017006,1008620001,MN17
12447,L.A. Pizzeria,Queens,11101,Pizza,5/2/2019,10F,N,1,5/2/2019,40.74683743,-73.94443938,402,26,1900,4539937,4000790030,QN31
12448,MIDWOOD FLATS,Brooklyn,11225,American,9/9/2019,04N,Y,1,9/9/2019,40.65957136,-73.96055492,309,40,79801,3114847,3050310001,BK60
12449,FRESH & CO,Manhattan,10028,American,12/3/2019,04N,Y,1,12/3/2019,40.77871738,-73.95616202,108,4,14801,1047692,1015130058,MN40
12450,SEAMORHEN RESTAURANT,Queens,11412,Seafood,7/24/2019,06C,Y,1,7/24/2019,40.70342672,-73.76637568,412,27,50400,4233796,4109230001,QN07
12451,SHUNDECK RESTAURANT,Brooklyn,11214,Chinese,4/30/2019,10D,N,1,4/30/2019,40.60005716,-73.99076333,311,47,30000,3185457,3068620039,BK29
12452,THE ATRIUM @ BROOKLYN BOTANIC GARDEN,Brooklyn,11225,American,6/1/2019,10E,N,1,6/1/2019,40.66752615,-73.96179022,355,35,17700,3337842,3011830001,BK99
12453,SHUKO,Manhattan,10003,Japanese,11/13/2019,02B,Y,0,11/13/2019,40.73345613,-73.99168292,102,2,6100,1084682,1005640019,MN23
12454,PECOSHITAS CAFE BAKERY,Queens,11372,Bakery,11/15/2019,06C,Y,1,11/15/2019,40.74745812,-73.88563677,403,25,28300,4030001,4012910046,QN28
12455,PIL PIL,Manhattan,10075,Tapas,10/4/2018,04N,Y,0,,40.77302761,-73.95642573,108,4,13400,1044175,1014330022,MN31
12456,LUCKY PIZZERIA & CAFE,Queens,11101,American,3/22/2019,02G,Y,1,3/22/2019,40.75008481,-73.93966171,402,26,1900,4005053,4004220009,QN31
12457,YELLOW MAGNOLIA CANTEEN,Brooklyn,11225,Armenian,4/2/2019,10F,N,1,4/2/2019,40.66752615,-73.96179022,355,35,17700,3337842,3011830001,BK99
12458,M & J ASIAN RESTAURANT,Manhattan,10009,Chinese,11/13/2019,08A,N,1,11/13/2019,40.72937834,-73.97793674,103,2,2800,1004934,1003960007,MN28
12459,DON PANCHO VILLA RESTAURANT,Brooklyn,11211,Tex-Mex,6/22/2019,06D,Y,1,6/22/2019,40.71084336,-73.952304,301,34,51300,3062872,3023990001,BK73
12460,BANHMIGOS,Brooklyn,11238,Vietnamese/Cambodian/Malaysia,12/11/2019,04L,Y,1,12/11/2019,40.67420797,-73.9569556,308,35,21700,3029278,3011680049,BK61
12461,ARROGANT SWINE,Brooklyn,11237,Barbecue,10/16/2019,04A,Y,0,10/16/2019,40.7100791,-73.93335334,301,34,48500,3070913,3030390020,BK78
12462,U LIKE CHINESE TAKE OUT,Manhattan,10034,Chinese,6/26/2019,06F,Y,1,6/26/2019,40.86749422,-73.92172635,112,10,29300,1082052,1022350020,MN01
12463,SOPHIES CUBAN CUISINE,Manhattan,10065,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",4/15/2019,02G,Y,1,4/15/2019,40.76510116,-73.95752476,108,5,11600,1045573,1014630001,MN31
12464,SENN THAI COMFORT FOOD,Manhattan,10024,Thai,7/17/2019,10F,N,1,7/17/2019,40.7849019,-73.97705523,107,6,16700,1032686,1012290035,MN12
12465,THE STONE HOUSE AT CLOVE LAKES,Staten Island,10301,American,11/14/2019,10F,N,1,11/14/2019,40.61825931,-74.10518277,501,49,14700,5112426,5003190001,SI07
12466,GHOROA RESTAURANT,Queens,11432,Bangladeshi,7/16/2019,04N,Y,1,,40.71044807,-73.79366707,408,24,45400,4210549,4098410056,QN35
12467,AUGUST,Manhattan,10065,American,3/15/2019,08A,N,0,,40.76375936,-73.96705222,108,4,11402,1041975,1013960020,MN40
12468,PRONTO PIZZA PASTA,Staten Island,10305,Pizza/Italian,8/21/2019,06C,Y,1,8/21/2019,40.61652806,-74.06792524,501,49,600,5000000,5028250001,SI37
12469,SUBWAY,Bronx,10459,Sandwiches,11/22/2019,10F,N,1,11/22/2019,40.82099536,-73.89105593,202,17,11900,2094367,2027420003,BX27
12470,BEAN SQUARE,Queens,11361,Café/Coffee/Tea,12/26/2019,10F,N,0,,40.75946843,-73.77266139,411,19,146700,4138185,4062810020,QN46
12471,TEXAS CHICKEN & BURGERS,Bronx,10454,Chicken,1/9/2020,10F,N,1,1/9/2020,40.81294107,-73.92356816,201,8,4100,2000758,2023150044,BX39
12472,CAFE GRUMPY,Manhattan,10018,Café/Coffee/Tea,3/5/2019,06C,Y,1,3/5/2019,40.75429687,-73.98876752,105,3,11300,1014485,1007880049,MN17
12473,HUMMUS AND PITA CO,Manhattan,10018,Middle Eastern,9/3/2019,02B,Y,1,9/3/2019,40.75579843,-73.99082106,105,3,11300,1014513,1007890079,MN17
12474,GOODY RESTAURANT,Brooklyn,11220,Chinese/Cuban,3/7/2019,06C,Y,1,3/7/2019,40.64256287,-74.00938671,307,38,10000,3013966,3008080037,BK34
12475,ANTOJITOS ECUATORIANOS,Brooklyn,11208,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",12/30/2019,06F,Y,1,12/30/2019,40.68420762,-73.87017306,305,37,118400,3092908,3041490020,BK83
